datetime,open,high,low,close,volume
2026-03-13T05:00:00+00:00,24554.29,24578.04,24532.92,24564.54,41516
2026-03-13T06:00:00+00:00,24564.54,24574.17,24455.92,24459.04,50819
2026-03-13T07:00:00+00:00,24459.04,24466.29,24389.54,24426.79,70205
2026-03-13T08:00:00+00:00,24426.79,24502.29,24376.67,24492.04,100888
2026-03-13T09:00:00+00:00,24492.04,24553.54,24489.42,24509.54,73738
2026-03-13T10:00:00+00:00,24509.54,24601.67,24504.67,24596.92,67361
2026-03-13T11:00:00+00:00,24596.92,24644.04,24582.67,24641.42,70900
2026-03-13T12:00:00+00:00,24641.42,24711.67,24609.42,24660.67,96175
2026-03-13T13:00:00+00:00,24660.67,24783.94,24591.57,24705.24,315040
2026-03-13T14:00:00+00:00,24705.24,24743.94,24464.82,24469.57,406146
2026-03-13T15:00:00+00:00,24469.57,24548.57,24373.19,24388.44,275381
2026-03-13T16:00:00+00:00,24388.44,24467.32,24367.57,24376.07,243964
2026-03-13T17:00:00+00:00,24376.07,24453.44,24333.57,24353.69,194731
2026-03-13T18:00:00+00:00,24353.69,24451.44,24348.69,24427.82,148646
2026-03-13T19:00:00+00:00,24427.82,24428.57,24330.57,24374.82,146298
2026-03-13T20:00:00+00:00,24374.82,24378.42,24339.42,24346.62,24597
2026-03-15T22:00:00+00:00,24346.62,24463.07,24268.77,24453.77,28652
2026-03-15T23:00:00+00:00,24453.77,24482.27,24397.52,24427.95,40747
2026-03-16T00:00:00+00:00,24427.95,24513.07,24425.32,24498.7,80562
2026-03-16T01:00:00+00:00,24498.7,24511.95,24457.82,24503.45,93277
2026-03-16T02:00:00+00:00,24503.45,24506.07,24463.07,24477.32,66526
2026-03-16T03:00:00+00:00,24477.32,24526.7,24476.7,24519.82,44376
2026-03-16T04:00:00+00:00,24519.82,24537.2,24494.57,24495.2,37076
2026-03-16T05:00:00+00:00,24495.2,24549.45,24495.07,24547.95,49759
2026-03-16T06:00:00+00:00,24547.95,24553.82,24525.07,24553.07,37414
2026-03-16T07:00:00+00:00,24553.07,24571.45,24493.07,24501.95,58830
2026-03-16T08:00:00+00:00,24501.95,24557.57,24485.95,24517.57,107262
2026-03-16T09:00:00+00:00,24517.57,24523.95,24466.57,24480.57,92033
2026-03-16T10:00:00+00:00,24480.57,24600.57,24476.07,24592.7,80005
2026-03-16T11:00:00+00:00,24592.7,24624.2,24564.82,24613.95,74547
2026-03-16T12:00:00+00:00,24613.95,24676.45,24612.7,24646.2,80875
2026-03-16T13:00:00+00:00,24646.2,24729.22,24612.85,24724.97,221388
2026-03-16T14:00:00+00:00,24724.97,24752.47,24609.47,24682.6,293241
2026-03-16T15:00:00+00:00,24682.6,24726.97,24636.85,24664.22,197577
2026-03-16T16:00:00+00:00,24664.22,24692.22,24608.35,24663.1,219606
2026-03-16T17:00:00+00:00,24663.1,24711.35,24641.1,24670.6,153476
2026-03-16T18:00:00+00:00,24670.6,24722.47,24666.1,24693.1,116889
2026-03-16T19:00:00+00:00,24693.1,24803.72,24626.72,24658.35,240429
2026-03-16T20:00:00+00:00,24658.35,24673.2,24634.57,24645.39,41243
2026-03-16T22:00:00+00:00,24645.39,24652.15,24610.7,24615.2,25710
2026-03-16T23:00:00+00:00,24615.2,24657.7,24612.65,24656.45,23607
2026-03-17T00:00:00+00:00,24656.45,24657.45,24581.7,24591.45,70993
2026-03-17T01:00:00+00:00,24591.45,24624.58,24587.83,24612.95,68698
2026-03-17T02:00:00+00:00,24612.95,24615.95,24564.45,24569.33,49836
2026-03-17T03:00:00+00:00,24569.33,24588.08,24558.83,24569.2,38554
2026-03-17T04:00:00+00:00,24569.2,24625.95,24566.58,24614.2,38138
2026-03-17T05:00:00+00:00,24614.2,24631.2,24532.2,24534.45,53855
2026-03-17T06:00:00+00:00,24534.45,24552.7,24508.83,24533.08,76266
2026-03-17T07:00:00+00:00,24533.08,24594.83,24516.2,24548.9,59703
2026-03-17T08:00:00+00:00,24548.9,24586.58,24517.33,24546.95,116331
2026-03-17T09:00:00+00:00,24546.95,24627.58,24546.83,24621.2,77279
2026-03-17T10:00:00+00:00,24621.2,24621.2,24570.83,24610.2,64626
2026-03-17T11:00:00+00:00,24610.2,24635.83,24588.15,24590.2,37630
2026-03-17T12:00:00+00:00,24590.2,24713.7,24588.65,24707.4,42651
2026-03-17T13:00:00+00:00,24707.4,24902.23,24704.9,24880.4,189420
2026-03-17T14:00:00+00:00,24880.4,24884.9,24786.6,24865.1,117696
2026-03-17T15:00:00+00:00,24865.1,24877.35,24742.6,24781.6,112078
2026-03-17T16:00:00+00:00,24781.6,24816.85,24739.23,24787.85,95984
2026-03-17T17:00:00+00:00,24787.85,24833.98,24786.6,24825.1,58491
2026-03-17T18:00:00+00:00,24825.1,24847.1,24780.98,24792.85,53775
2026-03-17T19:00:00+00:00,24792.85,24816.23,24771.48,24799.48,48824
2026-03-17T20:00:00+00:00,24799.48,24816.7,24792.83,24812.4,13627
2026-03-17T22:00:00+00:00,24812.4,24814.12,24781.92,24797.17,18168
2026-03-17T23:00:00+00:00,24797.17,24814.92,24786.67,24794.8,17054
2026-03-18T00:00:00+00:00,24794.8,24874.039999999997,24788.8,24870.92,38388
2026-03-18T01:00:00+00:00,24870.92,24888.92,24870.92,24887.789999999997,32249
2026-03-18T02:00:00+00:00,24887.789999999997,24919.789999999997,24885.67,24908.789999999997,26976
2026-03-18T03:00:00+00:00,24908.789999999997,24934.42,24898.539999999997,24927.42,20019
2026-03-18T04:00:00+00:00,24927.42,24938.289999999997,24921.289999999997,24930.17,16450
2026-03-18T05:00:00+00:00,24930.17,24960.039999999997,24925.92,24958.539999999997,19953
2026-03-18T06:00:00+00:00,24958.539999999997,24999.92,24956.239999999998,24971.539999999997,26168
2026-03-18T07:00:00+00:00,24971.539999999997,24976.92,24949.039999999997,24952.039999999997,25526
2026-03-18T08:00:00+00:00,24952.039999999997,24975.17,24944.539999999997,24961.789999999997,50737
2026-03-18T09:00:00+00:00,24961.789999999997,24980.039999999997,24949.789999999997,24959.539999999997,35156
